Villa Name,Wiki Link Text,Wiki Link,Grid Reference,Link,latitude,longitude
Roxby,Roxby,/wiki/Roxby_Lincolnshire,SE92031697,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=63684&resourceID=19191,53.64116330285234,-0.6092275875922653
Scampton,Scampton,/wiki/Scampton,SK95527847,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=326410&resourceID=19191,53.29459224622539,-0.5681261149373457
Stainby,Stainby,/wiki/Stainby,SK921222,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=325510&resourceID=19191,52.789525402244465,-0.6355116170109024
Stoke Rochford,Stoke Rochford,/wiki/Stoke_Rochford,SK9328,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=325445&resourceID=19191,52.84149495241952,-0.6205140857092928
Sudbrooke,Sudbrooke,/wiki/Sudbrooke,TF037765,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=1589635&resourceID=19191,53.27535538174667,-0.4460251607460082
Walesby,Walesby,/wiki/Walesby_Lincolnshire,TF14739262,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=351895&resourceID=19191,53.41791793309163,-0.2747444731051334
Winterton,Winterton,/wiki/Winterton_Lincolnshire,SE90961799,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=63693&resourceID=19191,53.65051543403392,-0.6251163365122993
Bolwick Hall,Bolwick Hall,/wiki/Bolwick_Hall,TG205245,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=133102&resourceID=19191,52.773043407820296,1.2702149025932354
Feltwell,Feltwell,/wiki/Feltwell,TL700921,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=380605&resourceID=19191,52.50030513057681,0.5042602218306168
Feltwell,Feltwell,/wiki/Feltwell,TL715909,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=380586&resourceID=19191,52.489058464885105,0.5257493387798449
Gayton Thorpe,Gayton Thorpe,/wiki/Gayton_Thorpe,TF73541806,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=357080&resourceID=19191,52.73233162092979,0.5700774286731516
Grimston,Grimston,/wiki/Grimston_Norfolk,TF716216,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=357416&resourceID=19191,52.764741785283604,0.543186004728334
Snettisham,Snettisham,/wiki/Snettisham,TF68953370,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=356701&resourceID=19191,52.87424447461598,0.5101567739514621
Tivetshall,Tivetshall St Mary,/wiki/Tivetshall_St_Mary,TM164843,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=389215&resourceID=19191,52.413872910470545,1.1830476808792907
Weeting,Weeting,/wiki/Weeting,TL77808784,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=380213&resourceID=19191,52.459562971397325,0.6169453064456797
Apethorpe,Apethorpe,/wiki/Apethorpe,TL02639493,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=361757&resourceID=19191,52.54256565586559,-0.48783145374952214
Ashley,Ashley,/wiki/Ashley_Northamptonshire,SP79409163,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=344086&resourceID=19191,52.51678317486748,-0.8312138354437902
Borough Hill,Daventry,/wiki/Daventry,SP58906321,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=339861&resourceID=19191,52.263910455580394,-1.138334575252846
Brixworth,Brixworth,/wiki/Brixworth,SP74657187,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=962749&resourceID=19191,52.33984287823217,-0.9056279226714719
Byfield,Byfield,/wiki/Byfield_Northamptonshire,SP506545,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=339748&resourceID=19191,52.18643555557473,-1.2612576055425306
Chipping Warden,Chipping Warden,/wiki/Chipping_Warden,SP51094822,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=339306&resourceID=19191,52.129935237391436,-1.255033004580607
Cosgrove,Cosgrove,/wiki/Cosgrove_Northamptonshire,SP79474212,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=343100&resourceID=19191,52.071758002625046,-0.8418498996901379
Cotterstock,Cotterstock,/wiki/Cotterstock,TL03209101,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=361745&resourceID=19191,52.50723009485629,-0.48064183188668186
Deanshanger,Deanshanger,/wiki/Deanshanger,SP770396,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=342874&resourceID=19191,52.049454451115935,-0.8784573522441275
Fotheringhay,Fotheringhay,/wiki/Fotheringhay,TL07899446,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=361593&resourceID=19191,52.53732646447542,-0.4104105478488507
Great Weldon,Weldon,/wiki/Weldon_Northamptonshire,SP92948999,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=347512&resourceID=19191,52.49990626691736,-0.632118704539944
Harpole,Harpole,/wiki/Harpole,SP68385990,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=341461&resourceID=19191,52.233062155163935,-1.000090452376899
Harpole,Harpole,/wiki/Harpole,SP68936209,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=341732&resourceID=19191,52.25267944484059,-0.9915903896097965
Meadow Furlong,Stanwick,/wiki/Stanwick_Northamptonshire,SP97147179,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=347335&resourceID=19191,52.33560707730747,-0.5755228159371681
Nether Heyford,Nether Heyford,/wiki/Nether_Heyford,SP66675865,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=341458&resourceID=19191,52.22203520151945,-1.0253768631102549
North Lodge Farm,Barnwell,/wiki/Barnwell_Northamptonshire,TL07438368,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=361159&resourceID=19191,52.44054260703312,-0.4206698003583582
Piddington,Piddington,/wiki/Piddington_Northamptonshire,SP79785414,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=343312&resourceID=19191,52.17975699532748,-0.834510900385077
Quinton,Quinton,/wiki/Quinton_Northamptonshire,SP775535,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=343322&resourceID=19191,52.17432878277743,-0.8680051454177703
Ringstead,Ringstead,/wiki/Ringstead_Northamptonshire,SP976748,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=347389&resourceID=19191,52.36257745662466,-0.5678963403161307
Stoke Bruerne,Stoke Bruerne,/wiki/Stoke_Bruerne,SP75465003,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=343315&resourceID=19191,52.14342002529122,-0.8986094234070063
Thenford,Thenford,/wiki/Thenford,SP52524158,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=339407&resourceID=19191,52.07010963205916,-1.2351634721415476
Whitehall Farm,Nether Heyford,/wiki/Nether_Heyford,SP6458,N/A,52.21650838441277,-1.064587861449104
Whittlebury,Whittlebury,/wiki/Whittlebury,SP73224457,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=343177&resourceID=19191,52.094641362271375,-0.9325186833133002
Wollaston,Wollaston,/wiki/Wollaston_Northamptonshire,SP90096499,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=347131&resourceID=19191,52.27569133628049,-0.6808252909188637
Wollaston,Wollaston,/wiki/Wollaston_Northamptonshire,SP90326254,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=347126&resourceID=19191,52.2536333121143,-0.6781090805267755
Wootton,Hunsbury Hill,/wiki/Hunsbury_Hill,SP737582,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=343298&resourceID=19191,52.21709601147492,-0.9225572284093011
Yarwell,Yarwell,/wiki/Yarwell,TL06189914,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=361372&resourceID=19191,52.579718878061655,-0.43412932766520307
Yarwell,Yarwell,/wiki/Yarwell,TL06689789,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=361340&resourceID=19191,52.56838810323372,-0.4271513063644937
Car Colston,Car Colston,/wiki/Car_Colston,SK71934248,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=321937&resourceID=19191,52.97485837641393,-0.9301710065174186
Cromwell,Cromwell,/wiki/Cromwell_Nottinghamshire,SK802625,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=324520&resourceID=19191,53.15360878807045,-0.8020220798674251
Glebe Farm,Barton in Fabis,/wiki/Barton_in_Fabis,SK52683166,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=317772&resourceID=19191,52.87983658148411,-1.218618906593497
Northfield,Mansfield Woodhouse,/wiki/Mansfield_Woodhouse,SK52516455,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=318221&resourceID=19191,53.17547786480401,-1.2158023763359591
Oldcotes,Oldcotes,/wiki/Oldcotes,SK59098853,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=318493&resourceID=19191,53.39031359891648,-1.1129013104553536
Southwell,Southwell,/wiki/Southwell_Nottinghamshire,SK70285378,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=322403&resourceID=19191,53.07663701335301,-0.9522866376775064
Wood Meadow,Thurgarton,/wiki/Thurgarton,SK67344945,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=319888&resourceID=19191,53.03809837929054,-0.997079821772804
Asthall,Asthall,/wiki/Asthall,SP30261120,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=334805&resourceID=19191,51.798636370613195,-1.562591373366469
Barton Court Farm,Abingdon,/wiki/Abingdon_Oxfordshire,SU510977,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=238005&resourceID=19191,51.67576404946265,-1.263808364932773
Brize Lodge,Ramsden,/wiki/Ramsden_Oxfordshire,SP33931525,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=334723&resourceID=19191,51.834838609841704,-1.5089760111643564
Callow Hill,Stonesfield,/wiki/Stonesfield,SP40971943,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=336638&resourceID=19191,51.871948025352786,-1.406310172547806
Ditchend,Little Milton,/wiki/Little_Milton_Oxfordshire,SP62390030,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=340827&resourceID=19191,51.697990900727724,-1.098616919690855
Ditchley,Ditchley,/wiki/Ditchley,SP39932008,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=334944&resourceID=19191,51.87786701115203,-1.4213413108773372
Dropshort,Sutton Courtenay,/wiki/Sutton_Courtenay,SU49429389,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=234105&resourceID=19191,51.64165107734362,-1.2871965806395052
Elsfield,Elsfield,/wiki/Elsfield,SP54900895,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=338425&resourceID=19191,51.77653753663053,-1.2056343225042874
Fawler,Fawler,/wiki/Fawler,SP37171689,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=334566&resourceID=19191,51.84937752835674,-1.4617780664672737
Frilford,Frilford,/wiki/Frilford,SU42289726,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=234025&resourceID=19191,51.6725304464797,-1.3899744950658
Garford,Garford,/wiki/Garford,SU43709542,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=1516137&resourceID=19191,51.655879241435066,-1.3696690400738607
Gatehampton,Goring-on-Thames,/wiki/Goring-on-Thames,SU60007990,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=1401795&resourceID=19191,51.514849421792924,-1.1366850792516792
Great Tew,Great Tew,/wiki/Great_Tew,SP40502748,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=336845&resourceID=19191,51.9443546666499,-1.412193286464293
Hanwell,Hanwell,/wiki/Hanwell_Oxfordshire,SP42864373,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=337244&resourceID=19191,52.09026803339746,-1.3758297449784425
Harpsden,Harpsden,/wiki/Harpsden,SU75658047,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=245276&resourceID=19191,51.518097921249264,-0.9110204827683054
Islip,Islip,/wiki/Islip_Oxfordshire,SP53251342,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=338766&resourceID=19191,51.81688277699942,-1.2288656716515587
North Leigh,North Leigh,/wiki/North_Leigh,SP39701541,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=334573&resourceID=19191,51.835897935889655,-1.42521753388189
Oaklands Farm,Fawler,/wiki/Fawler,SP37931667,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=334563&resourceID=19191,51.847348648127905,-1.4507686277895322
Shakenoak,North Leigh,/wiki/North_Leigh,SP374138,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=334742&resourceID=19191,51.82158143005721,-1.4587719963017416
Stanford in the Vale,Stanford in the Vale,/wiki/Stanford_in_the_Vale,SU32499510,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=662144&resourceID=19191,51.653759622269604,-1.5317504635398644
Stonesfield,Stonesfield,/wiki/Stonesfield,SP40031706,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=336649&resourceID=19191,51.85070873002503,-1.420237628900376
West Challow,West Challow,/wiki/West_Challow,SU37578789,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=229123&resourceID=19191,51.588619879981344,-1.4590895227602345
Wheatley,Wheatley,/wiki/Wheatley_Oxfordshire,SP60580441,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=340823&resourceID=19191,51.73513804190093,-1.1240939364628129
Wigginton,Wigginton,/wiki/Wigginton_Oxfordshire,SP39363356,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=335107&resourceID=19191,51.99909721221623,-1.4280833637345625
Widford,Widford,/wiki/Widford_Oxfordshire,SP27791185,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=332368&resourceID=19191,51.80460806742278,-1.5983578255593895
Woolstone,Woolstone,/wiki/Woolstone_Oxfordshire,SU29048777,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=225384&resourceID=19191,51.58804343448945,-1.5822258481533553
Empingham,Empingham,/wiki/Empingham,SK94280765,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=325179&resourceID=19191,52.65838978384449,-0.6073540497015528
Great Casterton,Great Casterton,/wiki/Great_Casterton,TF00640955,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=347942&resourceID=19191,52.67432278356295,-0.5127329967727543
'Rutland',Ketton,/wiki/Ketton,SK9667303053,N/A,52.61665608323322,-0.5733154813934962
Thistleton,Thistleton,/wiki/Thistleton,SK90951717,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=325314&resourceID=19191,52.744515382481914,-0.6539621964489135
Tixover,Tixover,/wiki/Tixover,SK98150188,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=325200&resourceID=19191,52.605849870976314,-0.5518445843675995
Acton Scott,Acton Scott,/wiki/Acton_Scott,SO45808977,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=108871&resourceID=19191,52.50312405144598,-2.799940922733591
Ashford Carbonell,Ashford Carbonell,/wiki/Ashford_Carbonell,SO53136932,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=912155&resourceID=19191,52.319971518407385,-2.6890784138695514
Cruckton,Cruckton,/wiki/Cruckton,SJ43211017,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=68458&resourceID=19191,52.68623174879817,-2.8416064087857293
Lea,Shorthill,/wiki/Shorthill_Shropshire,SJ41760848,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=67687&resourceID=19191,52.67088670618695,-2.8627585377491784
Whitley Grange,Bayston Hill,/wiki/Bayston_Hill,SJ45700963,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=67621&resourceID=19191,52.68163365709113,-2.8046794880620225
Yarchester,Harley,/wiki/Harley_Shropshire,SJ60650091,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=72091&resourceID=19191,52.60454270196636,-2.5824867074322886
Banwell,Banwell,/wiki/Banwell,ST39825927,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=192470&resourceID=19191,51.32933070001976,-2.865182754873488
Birdcombe,Wraxall,/wiki/Wraxall_Somerset,ST47877158,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=195364&resourceID=19191,51.44080485467481,-2.7514487628047157
Blacklands,Laverton,/wiki/Laverton_Somerset,ST765541,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=203138&resourceID=19191,51.285550492213936,-2.3383532255283597
Bratton Seymour,Bratton Seymour,/wiki/Bratton_Seymour,ST66702990,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=199624&resourceID=19191,51.067461899203266,-2.4766259604105767
Burnett,Burnett,/wiki/Burnett_Somerset,ST66506454,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=201090&resourceID=19191,51.37891831911673,-2.4827292733642374
Chew Magna,Chew Magna,/wiki/Chew_Magna,ST588610,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=198033&resourceID=19191,51.34658129755514,-2.592954275338786
Chew Park,Chew Valley Lake,/wiki/Chew_Valley_Lake,ST56885934,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=197267&resourceID=19191,51.33151310746871,-2.6203207829900035
East Coker,East Coker,/wiki/East_Coker,ST54601377,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=196215&resourceID=19191,50.92159431018928,-2.647291697855816
Combe,Combe Down,/wiki/Combe_Down,ST76146219,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=204067&resourceID=19191,51.35827730094888,-2.344059527864444
Compton Dundon,Compton Dundon,/wiki/Compton_Dundon,ST49163104,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=194010&resourceID=19191,51.076422976407365,-2.727112067081325
Dinnington,Dinnington,/wiki/Dinnington_Somerset,ST404135,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=193485&resourceID=19191,50.917871686991525,-2.8492740622157684
Ham Hill,Ham Hill Hillfort,/wiki/Ham_Hill_Hillfort,ST48831649,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=193155&resourceID=19191,50.94556744374341,-2.7297657331239242
High Ham,High Ham,/wiki/High_Ham,ST42182952,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=193634&resourceID=19191,51.06209405936706,-2.8265065359900476
Hurcot,Hurcott,/wiki/Hurcott_Farm,ST51132972,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=196343&resourceID=19191,51.064725818182644,-2.698811834854902
Iford,Farleigh Hungerford,/wiki/Farleigh_Hungerford,ST79735830,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=202980&resourceID=19191,51.32344018296129,-2.2922779616759352
Ilchester,Ilchester,/wiki/Ilchester,ST51222213,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=196528&resourceID=19191,50.99648783590513,-2.6965032592231473
Keynsham Cemetery,Keynsham,/wiki/Keynsham,ST64516925,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=201036&resourceID=19191,51.421145814568675,-2.511795013182864
Lopen,Lopen,/wiki/Lopen,ST427139,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=1391028&resourceID=19191,50.921701704754014,-2.8166161994624215
Low Ham,Low Ham,/wiki/Low_Ham,ST43552884,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=193640&resourceID=19191,51.05611663157336,-2.806849522848395
Lufton,Lufton,/wiki/Lufton,ST51511784,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=196068&resourceID=19191,50.95793837873982,-2.6917970035551235
Mells Park,Leigh-on-Mendip,/wiki/Leigh-on-Mendip,ST703475,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=202840&resourceID=19191,51.22591517272427,-2.4267054545091913
Newton St Loe,Newton St Loe,/wiki/Newton_St_Loe,ST71206553,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=203682&resourceID=19191,51.3880786809916,-2.4152785038745215
Paulton,Paulton,/wiki/Paulton,ST67125674,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=200482&resourceID=19191,51.30882180215111,-2.47309781410295
Pitney,Pitney,/wiki/Pitney,ST45053006,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=194019&resourceID=19191,51.06723181795601,-2.7856322054660927
Priddy,Priddy,/wiki/Priddy,ST53095146,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=197734&resourceID=19191,51.2603619978861,-2.673683066205687
Shapwick,Shapwick,/wiki/Shapwick_Somerset,ST42473948,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=1267212&resourceID=19191,51.151675020470044,-2.8239595583627626
Somerdale,Keynsham,/wiki/Keynsham,ST65636894,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=200916&resourceID=19191,51.41842777699887,-2.495657406294635
Somerton,Somerton,/wiki/Somerton_Somerset,ST49712904,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=193535&resourceID=19191,51.0584887107805,-2.718982125330645
Wadeford,Wadeford,/wiki/Wadeford,ST30881049,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=191803&resourceID=19191,50.889744893428016,-2.9841385799047107
Wellow,Wellow,/wiki/Wellow_Somerset,ST72805799,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=203043&resourceID=19191,51.32036221483377,-2.3917056485840607
Wemberham,Yatton,/wiki/Yatton,ST40526522,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=194992&resourceID=19191,51.38289904333779,-2.856132409846791
Westland,Yeovil,/wiki/Yeovil,ST54881570,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=196095&resourceID=19191,50.938970460011056,-2.6435476193307865
West Coker,West Coker,/wiki/West_Coker,ST528138,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=196297&resourceID=19191,50.92171925244119,-2.6729046444018976
Whatley,Whatley,/wiki/Whatley_Mendip,ST74424699,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=202781&resourceID=19191,51.22152975952181,-2.367667907668561
Whitestaunton,Whitestaunton,/wiki/Whitestaunton,ST28021058,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=190400&resourceID=19191,50.890204187079135,-3.024820220190844
Wincanton,Wincanton,/wiki/Wincanton,ST70212819,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=202365&resourceID=19191,51.05227937536479,-2.4263908542956605
Acton Trussell,Acton Trussell,/wiki/Acton_Trussell,SJ937175,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=77144&resourceID=19191,52.75507629208439,-2.094784347383606
Hales,Hales,/wiki/Hales_Staffordshire,SJ72223371,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=74380&resourceID=19191,52.9001091892315,-2.4144316335775127
Shenstone,Shenstone,/wiki/Shenstone_Staffordshire,SK11030544,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=306513&resourceID=19191,52.64658974959616,-1.8384113720710076
Engleton,Brewood,/wiki/Brewood,SJ89451023,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=75403&resourceID=19191,52.689655078224185,-2.157519220530999
Castle Hill,Castle HillIpswich,/wiki/Castle_Hill_Ipswich_Suffolk,TM14744660,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=388170&resourceID=19191,52.076102156021534,1.1346094114369427
Exning,Exning,/wiki/Exning,TL61216759,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=377367&resourceID=19191,52.282813215217665,0.36290127084357127
Farnham,Farnham,/wiki/Farnham_Suffolk,TM37125836,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=391328&resourceID=19191,52.172515500216846,1.4696254029798117
Horselands,Icklingham,/wiki/Icklingham,TL78067204,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=379957&resourceID=19191,52.31758285837902,0.6123667468694516
Lidgate,Lidgate,/wiki/Lidgate,TL73195715,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=379484&resourceID=19191,52.18540512390666,0.5332385805975423
Pakenham,Pakenham,/wiki/Pakenham_Suffolk,TL90126950,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=385187&resourceID=19191,52.29073420819386,0.7879511615549541
Stanton Chare,Stanton,/wiki/Stanton_Suffolk,TL955742,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=385417&resourceID=19191,52.33104920389849,0.8696134887944217
Stonham Aspal,Stonham Aspal,/wiki/Stonham_Aspal,TM13095944,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=388631&resourceID=19191,52.192006491077656,1.1185774648586053
Abinger,Abinger,/wiki/Abinger,TQ10644746,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=396943&resourceID=19191,51.21563493100228,-0.41697448134307574
Ashtead,Ashtead,/wiki/Ashtead,TQ17756017,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=397707&resourceID=19191,51.32845091464503,-0.3109731967031485
Banstead,Banstead,/wiki/Banstead,TQ22395567,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=400125&resourceID=19191,51.287028332250536,-0.2459072555413311
Binscombe,Farncombe,/wiki/Farncombe,SU970460,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=968706&resourceID=19191,51.20498801709071,-0.6126953494789048
Chiddingfold,Chiddingfold,/wiki/Chiddingfold,SU97843610,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=249940&resourceID=19191,51.11585075019939,-0.6033607036248251
Compton,Compton,/wiki/Compton_Guildford,SU95734798,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=250238&resourceID=19191,51.223000901939905,-0.6303486278958669
Rapsley,Ewhurst,/wiki/Ewhurst_Surrey,TQ08034152,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=393954&resourceID=19191,51.162741448556126,-0.45613588025354496
Titsey Park,Titsey Place,/wiki/Titsey_Place,TQ40485457,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=407426&resourceID=19191,51.27297300642211,0.013121361656802158
Walton Heath,Walton Heath,/wiki/Walton_Heath,TQ23165365,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=400396&resourceID=19191,51.268707678075884,-0.23555940697005348
Worplesdon,Worplesdon,/wiki/Worplesdon,SU96895107,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=250813&resourceID=19191,51.25058216285787,-0.6129001896536688
Barcombe,Barcombe,/wiki/Barcombe,TQ417142,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=618719&resourceID=19191,50.909886557982944,0.01477206267824388
Eastbourne,Eastbourne,/wiki/Eastbourne,TV618990,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=470246&resourceID=19191,50.768031390106344,0.29403038320403396
