Villa Name,Wiki Link Text,Wiki Link,Grid Reference,Link,latitude,longitude
Hartfield,Hartfield,/wiki/Hartfield,TQ44373195,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=407127&resourceID=19191,51.06873522395907,0.05981620187945142
Plumpton,Plumpton,/wiki/Plumpton_East_Sussex,TQ360147,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=974745&resourceID=19191,50.91575010957432,-0.0661395536483631
Preston Court,Beddingham,/wiki/Beddingham,TQ45870734,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=973183&resourceID=19191,50.84720108514869,0.07136332777777864
Preston Park,Preston Park Brighton,/wiki/Preston_Park_Brighton,TQ30910572,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=401953&resourceID=19191,50.83621666533182,-0.14178140812820766
Angmering,Angmering,/wiki/Angmering,TQ05310451,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=392756&resourceID=19191,50.83055926528096,-0.5057701490129567
Arundel,Arundel,/wiki/Arundel,TQ01540692,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=392697&resourceID=19191,50.85289714844723,-0.5586424495607341
Batten Hanger,Elsted and Treyford,/wiki/Elsted_and_Treyford,SU81801533,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=246266&resourceID=19191,50.93163261847403,-0.8372317671621907
Bignor,Bignor,/wiki/Bignor,SU98841469,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=249475&resourceID=19191,50.92321435307508,-0.5949039133904347
Borough Farm,Pulborough,/wiki/Pulborough,TQ06882009,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=393391&resourceID=19191,50.970324028635545,-0.47891511472585413
Chilgrove,Chilgrove,/wiki/Chilgrove,SU83441244,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=246688&resourceID=19191,50.905415658243875,-0.8145528273756923
Chilgrove,Chilgrove,/wiki/Chilgrove,SU84121362,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=246691&resourceID=19191,50.915925801615394,-0.8046091472242857
Fishbourne,Fishbourne,/wiki/Fishbourne_West_Sussex,SU83940479,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=245943&resourceID=19191,50.83656602090415,-0.8091951841925465
Hurstpierpoint,Hurstpierpoint,/wiki/Hurstpierpoint,TQ28091505,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=398970&resourceID=19191,50.92070408896807,-0.17856939904262983
Littlehampton,Littlehampton,/wiki/Littlehampton,TQ03960266,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=392824&resourceID=19191,50.81417239652898,-0.5254663996429737
Northbrook College,Worthing,/wiki/Worthing,TQ105038,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=762877&resourceID=19191,50.82321054587029,-0.4322780966066357
Pitlands Farm,Up Marden,/wiki/Up_Marden,SU797124,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=242752&resourceID=19191,50.90558374334114,-0.8677571867686187
Sidlesham,Sidlesham,/wiki/Sidlesham,SZ85479702,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=462211&resourceID=19191,50.76648594169326,-0.7892723320133126
Southwick,Southwick,/wiki/Southwick_West_Sussex,TQ24460565,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=398675&resourceID=19191,50.83700923801859,-0.23342508528364972
Walberton,Walberton,/wiki/Walberton,SU978056,N/A,50.841674326373905,-0.6121333447807625
West Marden,West Marden,/wiki/West_Marden,SU77341264,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=242738&resourceID=19191,50.908062044654415,-0.9012734773273345
Wiggonholt,Wiggonholt,/wiki/Wiggonholt,TQ06471756,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=392908&resourceID=19191,50.94765731612898,-0.48549514262141796
Radford Semele,Radford Semele,/wiki/Radford_Semele,SP34256245,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=335629&resourceID=19191,52.25916042496188,-1.4996170136133469
Snowford Bridge,Long Itchington,/wiki/Long_Itchington,SP39646685,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=335483&resourceID=19191,52.29835469628721,-1.4201314688361266
Allington,Allington,/wiki/Allington_Salisbury,SU20693833,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=223270&resourceID=19191,51.14386798564983,-1.705612981566132
Atworth,Atworth,/wiki/Atworth,ST85556640,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=207925&resourceID=19191,51.396451117281245,-2.209087650611612
Bedwyn,Bedwyn,/wiki/Bedwyn,SU28356295,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=224845&resourceID=19191,51.364915042771266,-1.594169418311721
Box,Box,/wiki/Box_Wiltshire,ST82326854,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=207955&resourceID=19191,51.41560084217154,-2.2556219095451304
Bradford on Avon,Bradford on Avon,/wiki/Bradford_on_Avon,ST81756135,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=867326&resourceID=19191,51.35093343351527,-2.2634465156457444
Brixton Deverill,Brixton Deverill,/wiki/Brixton_Deverill,ST86183884,N/A,51.14865404143687,-2.198957694640075
Bromham,Bromham,/wiki/Bromham_Wiltshire,ST97086620,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=211997&resourceID=19191,51.39483165233477,-2.04335765865578
Browns Farm,Marlborough,/wiki/Marlborough_Wiltshire,SU19296785,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=969756&resourceID=19191,51.40935171633763,-1.7240419958123339
Chiseldon,Chiseldon,/wiki/Chiseldon,SU19428095,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=222007&resourceID=19191,51.52713472739822,-1.7214572911091874
Colerne,Colerne,/wiki/Colerne,ST811718,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=208491&resourceID=19191,51.444873420546905,-2.273340140584917
Downton,Downton,/wiki/Downton_Wiltshire,SU18142106,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=217913&resourceID=19191,50.98866138347187,-1.7429262874380904
Grimstead,East Grimstead,/wiki/East_Grimstead,SU23372748,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=223061&resourceID=19191,51.04620285218297,-1.6680008914643538
Hazelbury,Box,/wiki/Box_Wiltshire,ST837681,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=207977&resourceID=19191,51.41168621182096,-2.2357575751607603
Hannington,Hannington,/wiki/Hannington_Wiltshire,SU18099585,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=222138&resourceID=19191,51.661147893097215,-1.7398656101806838
Lay Wood,Devizes,/wiki/Devizes,SU028629,N/A,51.36516098405339,-1.9611684714828945
Littlecote,Littlecote Park,/wiki/Littlecote_House,SU30017055,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=229119&resourceID=19191,51.43316446968186,-1.5696849584228374
Manningford Bruce,Manningford,/wiki/Manningford,SU14025805,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=220193&resourceID=19191,51.321387601109144,-1.8001960061596152
Netheravon,Netheravon,/wiki/Netheravon,SU14764815,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=218930&resourceID=19191,51.23235073049327,-1.7899826327257824
Nuthills Farm,Sandy Lane,/wiki/Sandy_Lane_Wiltshire,ST96936832,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=212025&resourceID=19191,51.413893038875905,-2.0455326594007843
Pit Meads,Sutton Veny,/wiki/Sutton_Veny,ST900433,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=211416&resourceID=19191,51.18883838660996,-2.14447037082192
Rudge,Froxfield,/wiki/Froxfield,SU27996960,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=224670&resourceID=19191,51.42472567250691,-1.5988181087151256
Sherston,Sherston,/wiki/Sherston_Wiltshire,ST85558670,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=867348&resourceID=19191,51.578976980292225,-2.2099252218838408
Stanton Fitzwarren,Stanton Fitzwarren,/wiki/Stanton_Fitzwarren,SU17329020,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=222169&resourceID=19191,51.61037188987281,-1.751275447339725
Stanton Park,Stanton St Quintin,/wiki/Stanton_St_Quintin,ST89607962,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=208219&resourceID=19191,51.51540827007959,-2.15126740797157
Starveall Farm,Bishopstone,/wiki/Bishopstone_Swindon,SU25928158,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=225577&resourceID=19191,51.532539562917165,-1.627714918579008
Tockenham,Tockenham,/wiki/Tockenham,SU03887971,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=887838&resourceID=19191,51.51630281738913,-1.9454767592890203
Truckle Hill,Ford,/wiki/Ford_North_Wiltshire,ST83687609,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=208315&resourceID=19191,51.483527456779065,-2.2364162748951935
West Dean,West Dean,/wiki/West_Dean_Wiltshire,SU25792710,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=222998&resourceID=19191,51.04268282413537,-1.6335063839079056
Bays Meadow,Droitwich Spa,/wiki/Droitwich_Spa,SO897638,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=116308&resourceID=19191,52.27225779320733,-2.1523692058042356
Brantingham,Brantingham,/wiki/Brantingham,SE93152880,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=63917&resourceID=19191,53.74726258271585,-0.5887320567852721
Grindale,Grindale,/wiki/Grindale,TA13457122,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=81350&resourceID=19191,54.1243323562747,-0.2651133133817195
Harpham,Harpham,/wiki/Harpham,TA08996360,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=79578&resourceID=19191,54.05684004530401,-0.3361166806619738
Rudston,Rudston,/wiki/Rudston,TA08946671,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=79473&resourceID=19191,54.0847900782394,-0.3357629461930631
South Newbald,South Newbald,/wiki/South_Newbald,SE90453610,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=64117&resourceID=19191,53.81333086968858,-0.6275412790428526
Aiskew,Aiskew,/wiki/Aiskew,SE2789,N/A,54.295912034227705,-1.586657690338814
Beadlam,Beadlam,/wiki/Beadlam,SE63428412,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=58835&resourceID=19191,54.2488467288328,-1.0281132688843424
Castle Dikes,North Stainley,/wiki/North_Stainley,SE29137559,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=52079&resourceID=19191,54.17527953288838,-1.5552281755931894
Chapel House Farm,Dalton on Tees,/wiki/Dalton_on_Tees,NZ30080822,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=1230878&resourceID=19191,54.46846669272548,-1.5373975872688679
Hovingham,Hovingham,/wiki/Hovingham,SE66237569,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=58446&resourceID=19191,54.17274015250671,-0.9868404719444301
Kirk Sink,Gargrave,/wiki/Gargrave,SD93955351,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=46569&resourceID=19191,53.97761818798387,-2.093733115305909
Langton,Langton,/wiki/Langton_North_Yorkshire,SE81646750,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=61982&resourceID=19191,54.09693437953481,-0.7529713243247987
Middleham,Middleham,/wiki/Middleham,SE13468722,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=50870&resourceID=19191,54.28044790560699,-1.7947738747422328
Piercebridge,Manfield,/wiki/Manfield,NZ221152,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=23732&resourceID=19191,54.53160237206569,-1.6600030605127005
Pond Head Farm,Oulston,/wiki/Oulston,SE5674,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=56890&resourceID=19191,54.15876888033726,-1.1438787988382462
Quarry Farm,Ingleby Barwick,/wiki/Ingleby_Barwick,NZ437150,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=1314853&resourceID=19191,54.52840727120587,-1.3262505487119838
Street House,Loftus,/wiki/Loftus_North_Yorkshire,NZ7419,N/A,54.560835139376614,-0.857047458516355
Tadcaster,Kirkby Wharfe,/wiki/Kirkby_Wharfe,SE50564094,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=56512&resourceID=19191,53.86222771826052,-1.2326745305849844
Well,Well,/wiki/Well_North_Yorkshire,SE26498182,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=52235&resourceID=19191,54.23141174651045,-1.5951259989722668
Wharram Grange,Wharram le Street,/wiki/Wharram_le_Street,SE847656,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=1143533&resourceID=19191,54.07936871485739,-0.706706348399965
Wharram le Street,Wharram le Street,/wiki/Wharram_le_Street,SE868662,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=1315010&resourceID=19191,54.08441064935194,-0.6744327425957892
Stancil,Wadworth,/wiki/Wadworth,SK60979604,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=320822&resourceID=19191,53.457595473411644,-1.0831802055381274
Dalton Parlours,Collingham,/wiki/Collingham_West_Yorkshire,SE40274453,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=54988&resourceID=19191,53.89539010395559,-1.388672314770712
